10010,Vardre Hotel,Joanne/Simon Fisher,Heol Eithen,,,Clydach,Swansea,SA6 5ES,842359,,07875 375908,,,,0,,,,,,,,,,
10148,Three Tuns,Mr Johnston,32 Bridge Street,,,Chepstow,,NP16 5EY,01291-628947,,,,,,0,,,,,,,,,,
10200,Swansea Jack,Mike,Oystermouth Road,,,Swansea,,,,,,,,,0,,,,,,,,,,
1530,"Master Mariner,",Andrew Lynch Wilson,"Skomer  Road,",,,Barry,,CF62 9DA,1446732300,,,,,BT Tel No: 01446 74668,1,,,,,,,,,,
10139,Bayside Brasserie,Bob Babak,Unit 15,Mermaid Quay,Cardiff Bay,Cardiff,,CF10 5BZ,02920-358444,,,,,,0,,,,,,,,,,
10269,J'S Foodstores Ltd,Alex,699 Pentregethin Road,Portmead,,Swansea,,SA5 5EY,01792-410708,,,,,,0,,,,,,,,,,
10600,TONNA RFC,,THE RUGBY PAVILION,MOUNT PLEASANT,TONNA,NEATH,,SA11 3HX,01639-642804,,,,,,0,,,,,,,,,,
10414,MOCKA LOUNGE,,1 MILL LANE,,,CARDIFF,,CF10 1FL,07772 442288,,,,,,0,,,,,,,,,,
10404,IVOR ARMS INN,SAM & KAREN RADOVIC,COWBRIDGE ROAD,,BRYNSADLER,PONTYCLUN,,CF72 9BT,,,,,SA BRAIN & CO LTD,,0,,,,,,,,,,
10380,Wyndham Arms,Paul,Wyndham Street,Ogmore Vale,,Bridgend,,CF32 7EU,07971-783069,,,,,,0,,,,,,,,,,
10279,In 2 Surf,,52b Plymouth Street,,,Swansea,,SA1 3QQ,,,,,44 X 70TH,,0,,,,,,,,,,
10280,Car Wash cafŽ,,Fabian Way,,,Swansea,,,,,,,machine on Rental,,0,,,,,,,,,,
10422,GOL CENTRES LTD,,NASH ROAD,,NEWPORT,GWENT,,NP19 4RP,02920-375460,,,,,,0,,,,,,,,,,
10452,IMPERIAL HOTEL,WESTWARD SERVICES,1125 NEATH ROAD,,PLASMARL,SWANSEA,,,07817 351308,,,,EQUIP ON HIRE,,0,,,,,,,,,,
10077,Cross House Inn,John,Grist Square,,,Laughrne,,SA33 4ST,07766-577013,01994 427923,,,,,0,,,,,,,,,,
10281,Brunswick Arms,,301 Crankhall lane,Wednesbury,,Birmingham,West midlands,W510 0QQ,,,,,,,0,,,,,,,,,,
1450,Three Horse Shoes,Paul & shirley Thomas,57 Cefn Road,Cefn Cribwr,,Bridgend,,CF32 0BA,01656-670717,,,,ON RENTAL @ £35.64pm.,,1,,,,,,,,,,
10196,MOUNT PLEASANT INN,CARL WILSON,PENDERYN ROAD,HIRWAUN,,ABERDARE,,CF44 9RT,01685 811944,,,,,,0,,,,,,,,,,
10207,Granary Health,Sarah Norris,Killay Precinct,,Killay,Killay Swasnea,,,,,,,,,0,,,,,,,,,,
10190,Paul's Chippy,Paul Evans,Commmercial Street,,OGMORE Vale,Bridgend,,CF32 7BL,,,,,,,0,,,,,,,,,,
929,Salutation Inn,D Hughes,33 New Road,,,LLandeilo,,SA19 6DF,01558 823325,,,,,,0,,,,,,,,,,
10209,Bridgend Inn,Ian,265 Birchgrove Road,Birchgrove,,Swansea,,SA7 9NA,01792-323209,,,,,,0,,,,,,,,,,
10290,buckaneer,,Mackworth Road,,,Porthcawl,,CF36 5BT,,,,,,,0,,,,,,,,,,
2674,Pantygwydr Hotel,,Lower Oxford St,Swansea,,Swansea,,,01792-455498,,,,,,,,,,,,,,,,
2613,VALLEY,Mr & Mrs Halsey,41 Bishopston Road,Bishopston,Swansea,SA3 3EJ,,,01792-234820,,,,,,,,,,,,,,,,
1546,"Penclawdd R.F.C.,",ANDREW DAVIES,"Parc Road,",Penclawdd,Gower,Swansea.,West Glamorgan,,01792/850607,,,,,"DAVID JONES
ANDREW JACKET
Paying by S/O Ï23.50 starting on 29/10/01",0,,,,,,,,,,
2665,Three Horse Shoes,CATH,45 Pillmawr Road,Malpas,,Newport,,NP20 6WG,01633-857510,,,,Pay by s/o @ £33.75,,,,,,,,,,,,
2684,QUEENS HOTEL,Fran / Paula,101 Llewelyn Street,Pentre,,Rhondda,,CF41 7BU,01443-430338,,,,,,,,,,,,,,,,
10217,Ormonds Head Hotel,Iain Bailey,23 Long Street,Tetbury,,Gloucester,,GL8 8AA,01666 505690,,,,,,0,,,,,,,,,,
10234,Strings,,Cwmdu Industrial Est,Cwmdu,Fforestfach,Swansea,,,,,7790033336,,,,0,,,,,,,,,,
10175,Gol Centres Ltd,,Lawrenny Avenue,,,Canton,Cardiff,CF11 8BR,,02920-375760,,,,,0,,,,,,,,,,
2126,Market Tavern Pub,John Williams,"1, Aberavon Centre",,,Port Talbot,,SA13 1BP,01639 897278,,,,,m.c. as per PJ.,,,,,,,,,,,
10297,Dulais Rock Public House,Andrew Radford/Nanette Bibby,,Aberdulais,,Swansea,,SA10 8EY,01639-644611,,,,,,0,,,,,,,,,,
10113,WoolPack Inn,Jason,,,,Glyneath,,,01639-720289,,,Mike @ Fullmoon,,,0,,,,,,,,,,
10118,Blackwood W.m.c.,Ken Jackson,Woodbine Street,,,Blackwood,Gwent,NP12 1QJ,01495-223298,,01495-220195,,,,0,,,,,,,,,,
10174,AMMAN CENTRE COMM,,VENTURE LTD,MARGARET STREET,,Amman ford,,SA18 2QA,,,,,,,0,,,,,,,,,,
10301,Bell Country Inn,,Llanyre,,,Llandrindod Wells,Powys,LD1 6DY,1597823959,,,,80 X 70TH,,0,,,,,,,,,,
2534,HOPE & ANCHOR,,NEW ROAD,NEATH ABBEY,SKEWEN,Neath,,,01639-768188,,,,,,,,,,,,,,,,
10298,Ruckleys,Jacob Ruckley,98 Holton Road,,,Barry,Vale of Glamorgan,CF63 4HJ,,,,,80 x70 th,,0,,,,,,,,,,
10323,Dough,,232 City Road,Roath,,Cardiff,,CF24 3JH,,,7876215560,,,,0,,,,,,,,,,
10304,Platinum,,114 ST Mary Street,,,Cardiff,,CF10 1EB,,,,,,,0,,,,,,,,,,
1666,Royal British Legion(Ely Glam),MR CLARK,"22, Cowbridge Road W",Ely,,Cardiff,,,02920-255567,02920-553164,,,,":  02920 255567
BEST TIME - anytime except tues.   GEOFF CLARK  new sec
QUOTED 3550.00 FOR NEW SYSTEM",0,,,,,,,,,,
10399,Dylans Caf_ bar,The old post office,Porth Square,,,Porth,,CF39 9RL,alan Hamer,01443-683822,,,,,0,,,,,,,,,,
10288,Canada Lake Trout Fisheries,,Heol Pant Y Gored,,,Creigiau,,CF15 9NF,02920-891743,,,,,,0,,,,,,,,,,
10096,Barita,Nigel Williams,139 Rhosmaen Street,,,Llandeilo,,SA19 6EN,01558-823556,01558-822522,,,,,0,,,,,,,,,,
10166,Aberystwyth Park Lodge Hotel,,Parc y Llyn,,,Aberystwyth,Ceredigion,SY23 3TL,01970-636333,,,,A/C TUES ONLY,,0,,,,,,,,,,
82,Blue Anchor Inn,Jeremy Coleman,,East Aberthaw,Vale of Glamorgan,,,CF2 3DD,01446 750329,,,,,,0,,,,,,,,,,
10238,Sandringham Hotel,Simon Dutton,21 St Mary Street,,,Cardiff,,CF10 1PL,02920-232161,,,,,,0,,,,,,,,,,
10062,Pilbach Holiday Park,,Betws Ifan,Rhydlewis,,Aberporth,Cardigan,SA44 5RT,01239-851434,,,,tel support only,,0,,,,,,,,,,
10156,Robin Hood,Paul Careless,16 Seven Grove,,,Canton,Cardiff,CF11 9EN,02920-378829,,,,,,0,,,,,,,,,,
1223,Swan,Jeff,West Road,Nottage,,Porthcawl,,CF36 3SS,01656 782568,,,,,Book in for service 01/03/03 (had ribbon),0,,,,,,,,,,
1742,Willowtown Constitutional Work,Vernon Lewis,"103/105, Mount Pleas",Ebbw Vale,,,,NP3 6JL,01495 302911,01495 350152 vernon home,,,,Pay m.c. by s/o @ Ï21.81pm over 12 months.,0,,,,,,,,,,
10165,FISH BAR,,Exhibition Row,1 A Merthyr Road,,Llwydcoed,Merthyr,CF34 0YD,,,,,,,0,,,,,,,,,,
10907,STAGE DOOR,,78 WEST MARLANDS ROAD,,,SOUTHAMPTON,HAMPSHIRE,SA14 7FW,0238071-0648,,,,,,0,,,,,,,,,,
10905,FARMERS ARMS,,62 BRIDGE STREET,,,LLANELLI,,SA14 8TN,,,,,,,0,,,,,,,,,,
10235,Mambos,Craig Kennedy,46 The Kingsway,,,Swansea,,SA1 5HG,,,,,,,0,,,,,,,,,,
10136,Cwmaman Institiute,IAN ROBERTS,Alice Place,,Cwmaman,Aberdare,,CF44 6NY,01685 887100,,,,,,0,,,,,,,,,,
10037,Cefn Mably,Mark swaine,1 Lavernock Road,Penarth,,Cardiff,,CF64 3NN,,02920-190329,07961-061606,,,,0,,,,,,,,,,
10314,Millers Tavern,N Moriarty,3/5 Riverside,,,Cardiff,,CF11 6LG,02920-341400,,07964-101529,,Rental,,0,,,,,,,,,,
10240,Raj Kinara,Anwar Miah,Fontygary Park,Fontygary Road,Rhoose,Cardiff,,CF62 3DS,01446 711711,,,,,,0,,,,,,,,,,
10182,Morlais Castle Golf Club,Barney Curnock,Pant,,,Merthyr Tydfil,,CF48 2UY,01685-722822,,,,,,0,,,,,,,,,,
2545,GOLDEN AGE,BARRIE ROWSELL,TREFOREST,PONTYPRIDD,CF48 3AR,,,,01443-403163,,,,,,,,,,,,,,,,
2638,RAGLAN PARK GOLF CLUB,Nigel Price,PARC LODGE,STATION ROAD,RAGLAN,MONMOUTHSHIRE,,NP5 2ER,01291-690077,,07973-341997,,,GAIL- ACC,,,,,,,,,,,
10909,CAE COURT HOTEL,,12 MERTHYR MAWR,,,BRIDGEND,,CF31 3NH,01656-668866,,,,,,0,,,,,,,,,,
10122,Sloop Inn,Peter John Morse,Llandogo,,,Monmouthshire,,NP25 4TW,01594-530291,,,,,,0,,,,,,,,,,
988,Swansea Cricket & RFC,Complete Hospitality,"St. Helens,","Bryn Road, Brynmill,",,Swansea,,SA2 0AR,424242,,,lucy  01792  424242,,"Paul Cullen 
ED KING - 312800 (Accounts) - All Invoices to go to
Paying by s/o Ï73.63 starting 01/11/01",0,,,,,,,,,,
10064,Dynefor Park,Paul Faulkner,The National Trust,,,LLANDEILO,CARMS,SA19 6RT,01558 824512,,07776-474060,,,,0,,,,,,,,,,
2681,GWYN ARMS,Mr McCutcheon,Pen y Cae,,,,Abercrave,SA9 1GP,01639-730310,,,,RENTAL,,,,,,,,,,,,
10295,Zio Pin,,22 Merthyr Road,,,Whitchurch,Cardiff,CF14 1DH,,,,,,,0,,,,,,,,,,
10261,Zio Pin Restaurant,Dominic Bertelli,74 Albany Road,Roath,,Cardiff,,CF24 3RS,02920 251002,,,,,,0,,,,,,,,,,
10253,Pizzeria Villaggio LTD,Mark Palladino,73 Merthyr Road,,,Whitchurch,Cardiff,CF14 1DD,2920613110,,,,,,0,,,,,,,,,,
2463,Food Glorious Food,,Newport Road,Rhymney,,CARDIFF,,,01222 778205,,,,,,,,,,,,,,,,
10648,LANGLANDS BRASSERIE,ALVERO,THE SEAFRONT,BRYNFIELD ROAD,LANGLAND,SWANSEA,,SA3 4SQ,01792-363699,,,,,,0,,,,,,,,,,
10117,Kingscup,W .Swaine,The Square,,,St Athens,Cardiff,CF62 4PF,01446-750553,,,,,,0,,,,,,,,,,
2302,New beethoven,Paul Greasley,,81 Castle Street,Maesteg,Port Talbot,,CF31 9YL,01656 738484,,,,,,0,,,,,,,,,,
10152,Latino's Club,Giovanni's ltd,11 Mill Lane,,,Cardiff,,CF10 3AQ,02920-645000,,,,,,0,,,,,,,,,,
10296,Eddies Rockets,S C Whelan,York Street Chambers,York Street,,Swansea,,,01792-466427,,07736 090411,,,,0,,,,,,,,,,
10153,No 10 Night Club,Giovanni,11 Mill Lane,Cardiff,,,,CF10 1FL,02920-645600,,,,,,0,,,,,,,,,,
399,Cornish Arms,Hugh Davies,1 Gors  Road,Burry Port,,LLanelli,,SA16 0EL,,,,,,,0,,,,,,,,,,
633,Pembrokeshire College,Lorraine,,Haverfordwest,,Dyfed,,SA61 1SZ,01437-753000,,,,Mandy - Acc  753212,,0,,,,,,,,,,
10286,Koko Gorrillaz,Jay,,,,,Cardiff,,02920-341767,,,,,,0,,,,,,,,,,
10437,BELLINIS EXPRESS,BABAK,7 BRIDGE STREET,ST DAVIDS,,,,,,,,,,,0,,,,,,,,,,
10514,LIBRARY,,BP SPORTS & SOCIAL CLUB,CAR PARK,SOUTH ROAD,SULLY,,CF64 5SP,02920-531267,,,,,,0,,,,,,,,,,
2140,La Baguette De Jour,Marlene Meadon,12 Nelson Street,,,OLD FILE,,SA1 3QE,01792 461969,791515,,,,"Admin. Office:  F18 Ashmount Business Park
Upper Forest Way                        Cardiff - Mr O'Sullivan Ò
(Mgr) 
Swansea Enterprise Park             2 Dominions Arcade 
Swansea                                      Queen St, Cardiff Ò
CF1 4AG
SA6 8Q",,,,,,,,,,,
2010,Tredegar Works Social Club,,The Circle,Tredegar,,Gwent,,NP2 3PS,01495/722719,,,,80 X 70 TH,"TONY HOME NUMBER;01495-726494
Stoped paying s/o for m.c. in Oct 02.",,,,,,,,,,,
10308,Insole Public House,Wayne Coray /Jason Davies,16 Harvey Street,,,Cardiff,,CF5 1QW,02920-378042,,,,80 X 70TH,,0,,,,,,,,,,
2668,ANCIENT BRITON HOTEL,Mr James,ABERCRAVE,,,BRECON,,SA9 1YY,01639-730273,,,,80 x 70,"TILL ROLLS:   80X80 THERMAL
KP:   76X76",,,,,,,,,,,
1086,Cwmavon Social Club,Brian Daniel,1-3 Hazlewood Terrac,Cwmavon,,Port Talbot,,SA12 9DW,01639 896225,Home-01639-792964,01639-890777,,,,0,,,,,,,,,,
10338,Harley 's Sports CaFE Ltd,,Islwyn Road,Oakdale,,Blackwood,,NP12 0LG,01495-228919,,,,,,0,,,,,,,,,,
2566,UNICHEM,Angela,KINGSWAY INDUSTRIAL EST,FFORESTFACH,SWANSEA,,,,01792-561561,,,,A/C JANET 02083917137,BILL McCughen,,,,,,,,,,,
10178,BAR SEVEN,Mark Hartson,7 Wind Street,,,,Swansea,,,,,,,,0,,,,,,,,,,
411,Full Moon,MIKE,144 High Street,,,Swansea,,,01792 642808,,,,S/O ARREARS,,0,,,,,,,,,,
10204,Glynhir Golf Club,MR RICHARD BROCKWELL,Glynhir Road,Llandybie,,Ammanford,Swansea,,01269-850472  bar,01269 851365,7786043716,,,,0,,,,,,,,,,
10482,YSBYTY CWM RHONDDA HOSPITAL,,LLWYNPIA,RHONDDA,,CYNON TAFF,,CF40 2LU,,KERRY HITCHINGS,PROCUREMENT ASSISTAN,CWM TAF LOCAL HEALTH BOARD,TEL 01685-726583,,0,,,,,,,,,,
10381,ANCHOR HOTEL,JULIE WILTSHIRE,17 CARDIFF ROAD,TAFFS WELL,,CARDIFF,,CF4 7RA,,,7706037258,,RENTAL,,0,,,,,,,,,,
10523,RHONDDA CYNON TAF CBC,ALYSON REES,CATERING SERVICES,LLEWELYN STREET,PEN-Y-GRAIG,MOUNTAIN ASH,,CF45 4BR,01443-441263,,,,,,0,,,,,,,,,,
10276,Silver Paisa Ltd,Jay Shah,The Social,7/9 Miskin Street,,Cardiff,,CF24 4AP,02920-,,,,,,0,,,,,,,,,,
10351,White Hart Inn,,42 Bridgend Road,Garth,,Maesteg,,CF34 0NN,,,7510530269,,,,0,,,,,,,,,,
10027,DARCYS,PETER WAY,698 Mumbles Road,,Mumbles,Swansea,,SA3 4EH,361616,,,,,,0,,,,,,,,,,
2579,JOLLY SAILER,MR DAVIES,NOTTAGE,PORTHCAWL,,,,,01656-782403,,,,,,,,,,,,,,,,
10337,Old St Melons,Beverley White,Tyr Wynch Road,Old St Melons,,Cardiff,,CF3 5UW,02920-777400,,,,,,0,,,,,,,,,,
10272,ROSSIS LLANELLI,,41-43 STATION ROAD,,,LLANELLI,,SA15 1AW,,,,,,,0,,,,,,,,,,
10357,B52,John Williams,6 Station Road,Port Talbot,,,,SA13,7838394564,,,,,,0,,,,,,,,,,
14,Barn Inn & Restaurant,Mr D Booth,Cefn Felindre Farm,Mynydd Gelliwastad Rd,,"Morriston, Swansea.",,,01792-774411,7866267813,,,,,0,,,,,,,,,,
10340,Little Langland,Roger Johnson,2 Rotherslade Road,,Langland,Swansea,,SA3 4QW,01792 369696,,7850419979,,,,0,,,,,,,,,,
2267,Talbot ARMS,TALBOT GREEN,1 TALBOT ROAD,TALBOT GREEN,,LLANTRISANT,,CF72 8AD,,,,,,,1,,,,,,,,,,
10416,NOODLE BAR,,62 SALISBURY ROAD,,CATHAYS,CARDIFF,,CF24 4AD,02920-251007,,,,,,0,,,,,,,,,,
10362,WHITE HART,,TY`R WINCH ROAD,OLD ST MELONS,,CARDIFF,,CF3 5UW,2920777400,,,,,,0,,,,,,,,,,
10162,Stradey Park Hotel,Gryphon IT Solutions,Business Suite,,,Llanelli,,SA15 4HA,01554-758171,,,,,,0,,,,,,,,,,
10144,Zync Bar,,63 Mill Lane,,,Cardiff,,CF10 1FE,,,,,2 Tx 870 from Plough Llansamlet,,0,,,,,,,,,,
10317,Eclipse night Club,Nicholas Lloyd,18 Windsor Road,,Penarth,Cardiff,,CF64 1JA,7968824175,,,,,,0,,,,,,,,,,
10346,Lava Lounge,,,,,Cardiff,,,,,,,,,0,,,,,,,,,,
1740,Kings Head Hotel,Kay Lintern,"265, Cardiff Road",Aberamman,,Aberdare,LIVE + UNTAMEABLE LTD,,,,,,RENTAL,,0,,,,,,,,,,
10315,Lliswerry & Nash Con Club,Terry,5-7 Nash Road,Lliswerry,,Newport,,NP19 4NH,01633-271306,,,,,,0,,,,,,,,,,
2304,Prince Charles Hospital,Catering Dept,Gurnos Estate,,,Merthyr Tydfil,,CF47 9DT,01685 721721,,,,,"Inv Address:  North Glamorgan NHS Trust
St Tydfils Hospital
Finance Dept                          44X80TH
Merthyr Tydfil
CF47 0SJ                       Catering Manager: 01685/721721",,,,,,,,,,,
10347,Lava Lounge,,,,,Swindon,,,,,,,,,0,,,,,,,,,,
10348,Retro Club,Naz,64 Wind Street,,,Swansea,,,,,,,,,0,,,,,,,,,,
10333,cafŽ Palazzo,,Nelson Street,Swansea,,Nelson St,,,7874001577,,,,,,0,,,,,,,,,,
10195,STAR INN,STEVE WHEALDEN,OLD ABERSALEM ROAD,FALLS LANE,MAMHILAD,PONTYPOOL,,NP4 0JS,01495-785319,,,,,,0,,,,,,,,,,
587,Trefelin W.M.C. & Inst,Mr. John Perring,8-10 Jersey Street,Velindre,,Port Talbot,,,01639 899744,1639,,,,Mr Bryn Jones 01639/882609/886873,0,,,,,,,,,,
10405,ABERGWAUN HOTEL,PAUL OWEN (SA BRAIN),MARKET SQUARE,,,FISHGUARD,,SA65 9HA,07779 433127,,,MACHINES ON HIRE,SA BRAIN & CO,,0,,,,,,,,,,
10309,Gemelli's,Sergio,Unit 51,Eenterpaise Park,,Newport,,,01633-251611,,,,,,0,,,,,,,,,,
10354,Bryngwyn,,8 Basset Terr,,Pwll,Llanelli,,SA15 4DY,01554-741117,,,,,,0,,,,,,,,,,
10328,Restaurant 17 Ltd,Paschael Haughey,17 Queen Street,,,Carmarthen,,SA31 1JT,01267-229599,,,,,,0,,,,,,,,,,
10374,Jubo Lounge,Owmer Mahboots,125 Station Road,Llandaff North,,Cardiff,,CF14 2FE,07525-029407,,,,,,0,,,,,,,,,,
10393,Escape  Nightclub,Jonathan Wignal,Kingsway,,,Swansea,,,,,,PAY S/O FOR M.C ON EXISTING,EQUIP @ £73.31,,0,,,,,,,,,,
10402,Dylans Cafe  Bar,,Old Post Office,Porth Street,,OLD FILE,,CF39 9RL,,,,,,,0,,,,,,,,,,
714,Pontllanfraith W.M.C.,Mr J Rogers,LLanarth Road,Pontllanfraith,,Blackwood,,,01495 223311,,,,,,0,,,,,,,,,,
10383,ADMIRAL HOTEL,WESTWARD MANGEMENT,,,,BARRY,,,,,,,MACHINE ON HIRE,,0,,,,,,,,,,
10384,WINTON HOTEL,WESTWARD MANAGEMENT,,,,TONYPANDY,,,,,,,MACHINE ON HIRE,,0,,,,,,,,,,
246,Smugglers Haunt,KAY,,Port Eynon,,Swansea,,SA3 1NN,01792-391257,,,,,,0,,,,,,,,,,
10375,Dylands Cafe Bar,Alan (Bertie),The Old Post Office,Porth Square,Porth,,,CF39 9RL,,,,,,,0,,,,,,,,,,
10312,Westcross Inn,Susan Saunders,43 Mumbles Road,,Mumbles,Swansea,,SA3 5AB,,,,,,,0,,,,,,,,,,
10394,DE WINTON HOTEL,WESTWARD MANGEMENT SERV,,,,,,,,,,,MACHINE ON HIRE,,0,,,,,,,,,,
2678,Smiths Arms,JUST SO PUB CO,New Road,Neath Abbey,,Neath,,SA10 7DG,01639 750438,,,,RENTAL,Also has Glyn Clydach Coach House,,,,,,,,,,,
1529,"Marine Hotel,",WESTWARD MANAGEMENT SERV,,"Barry Island,",,Barry.,,,07955-557581,,,,MACHINE ON HIRE,,0,,,,,,,,,,
10265,Vale Holiday Parks,Thomas Scarrett,Clarach Bay,,,Aberystwyth,,Head Office,,,,,,,0,,,,,,,,,,
10237,Strand Bar,David Booth,8 Strand,,,Swansea,,SA1 2AE,,,07866 267813,,,,0,,,,,,,,,,
10339,Glyncoch Social Club & ins,,PORCHER AVENUE,GLYNCOCH,,PONTYPRIDD,,CF37 3DD,01443-402514,01443-405941,,,RENTAL  £140.00 PM,,0,,,,,,,,,,
2015,Grand Theatre,Gary,SINGLETON STREET,SWANSEA,SA1 3QJ,Swansea,,,01792/478593,GUILDHALL 636000,admin 475242,donyel - 478513,,SWANSEA CITY COUNCIL,,,,,,,,,,,
946,Farmers Arms,Gareth,152 St. Teilo St,Pontardulais,,W. Glam,,,01792 882451,,,,EQUIP ON RENTAL,,0,,,,,,,,,,
10193,Mardy Hotel,westward services,High Street,Gorseinon,,Swansea,,,,,,,,,0,,,,,,,,,,
2619,GNOLL ESTATE,John Oreilly,NEATH PORT TALBOT,COUNTY BOROUGH COUNCIL,GNOLL ESTATE,NEATH,,SA11 3BS,01639-635808,,,01639-635694,,Neath Port Talbot Borough County Council.,,,,,,,,,,,
2395,Greenfields,,Erw Road,,,LLANELLI,,SA15 2TE,01554-228454,,,,,,1,,,,,,,,,,
10407,LAMB & FLAG,DONNA HAMMOND,,,MORRISTON,SWANSEA,,,7772270165,,,,WESTWARD MANAGEMENT,,0,,,,,,,,,,
10283,Mc'colls Hotel,Mark Wilkinson,Tom-a-mhoid Road,Dunoon,,Argyle,Scotland,PA23 7HN,01369 702764,0870 2403080,,,,,0,,,,,,,,,,
10335,La Baguette,,,,,New site,,,,,,,,,0,,,,,,,,,,
10442,MAYHILL GENERAL STORES,BAL,423 MAYHILL ROAD,,MAYHILL,SWANSEA,,SA1 6PA,01792-466132,,,,,,0,,,,,,,,,,
10409,COLLIERS ARMS,MARK ROBERTS,,,SKEWEN,SWANSEA,,,7817351308,,,,WESTWARD MANAGEMENT,,0,,,,,,,,,,
10332,La Baguette du jour,Mark,Castle Square,,,Castle Street,Swansea,,,,,,,,0,,,,,,,,,,
10186,Neath Port Talbot College,Warren Huxford,Dwr Y Felin,Neath,West Glam,OLD FILE,,SA10 7RF,01639-648340  Rec,A/C 648025,,44 x 70,,,0,,,,,,,,,,
10257,Marine Hotel,TARA,Friars Road,Barry Island,,OLD FILE,South Glamorgan,CF62 5TT,7544569981,,,,,,0,,,,,,,,,,
10331,Lava Lounge,Joe - Manager,Salubrious Place,Wind Street,,Swansea,,SA1 1DZ,,0789-0993682,,,,,0,,,,,,,,,,
2418,TOURIST INFO CENTRE,YVONNE SMITH,Plymouth Street,swansea,,,,SA1 3QG,01792 468321,01792 637371  *,,,,80 X 80 THERMAL,,,,,,,,,,,
10319,Cadmore Lodge Hotel,~Nick Weston/Julian smith,St Michaels,,Tenbury Wells,Worcestershire,,WR15 8QT,01584-810044,,,,,,0,,,,,,,,,,
10313,Brookes Restaurants Ltd,Kevin Brookes,79/81 Talbot Road,Talbot Green,Llantrisant,Cardiff,,CF72 8AE,01443-239110,,,,,,0,,,,,,,,,,
1331,Severn View Social Club,Norman,29 Station Road,,Caldicot,Newport,,NP6 4BU,01291 420649,,,01291/424400,,Jack is in the club most days between 11.00am - 1.00pm,0,,,,,,,,,,
10388,BELLINIS PARK PLACE,BOB BABAK,1 PARK PLACE,,,CARDIFF,,CF10 3UD,,,,,,,0,,,,,,,,,,
10443,WHITE HORSES,WESTWARD,PEMBREY ROAD,,,LLANELLI,,,,,,,,,0,,,,,,,,,,
10444,LAMB & FLAG,BRIAN BIRKS,MAIN ROAD,BRYNCOCH,,GLYNNEATH,,,01639-642922,,,,,,0,,,,,,,,,,
10428,ROYAL GLAMORGAN  HOSPITAL,,,,,LLANTRISANT,,,01443-443309,,,,,,0,,,,,,,,,,
10430,LLWYNNYPIA HOSPITAL,,,,,,,,,,,,,,0,,,,,,,,,,
10379,Top Shop,,Brynamlwg fHouse,Southend Terrace,,Pontllottyn,,CF81 9RL,07973-952908,,,,,,0,,,,,,,,,,
10373,Morgans Country Store,JOHN GILCHIRST,Unit 24,Crofty Ind Est,Crofty,Swansea,,SA4 3RS,01792-850335,,,,,,0,,,,,,,,,,
10251,Castle Hotel,Ayce Services,113 Rhosmaen Street,,,Llandeilo,,SA19 6EN,01558 824714,07789 154988,,,MACHINE ON HIRE,,0,,,,,,,,,,
10386,CROSS INN,WESTWARD MANAGEMENT,,,,HENGOED,,,01443-879605,,,,MACHINE ON HIRE,,0,,,,,,,,,,
10440,CAFFE NISSE,COASTAL HOUSING GROUP LTD,11 WIND STREET,,,SWANSEA,,SA1 1DP,01792-619419,,,,,,0,,,,,,,,,,
10194,STAR CARDIFF,,133 NORTH ROAD,,,CARDIFF,,CA4 3AE,,,,,,,0,,,,,,,,,,
10368,NU,OLD LLYSWERNY & NASH,NASH ROAD,,,NEWPORT,,,1633271306,,,,,,0,,,,,,,,,,
10464,POETS CORNER,,296 OYSTERMOUTH ROAD,,,SWANSEA,,SA1 3UJ,7989402771,,,,ARREARS,,0,,,,,,,,,,
10466,MUMBLES CRICKET CLUB,JOHN BLYTH,MARESPOOL,PLUnCH LANE,LIMESLADE,MUMBLES,SWANSEA,SA3 4JE,01792-367191,,,,,,0,,,,,,,,,,
10552,GNOLL FISH BAR,MIKE CIMINERA,GNOLL PARK ROAD,,,NEATH,,,01639-642900,,,,,,0,,,,,,,,,,
10343,Diplomat Hotel,B Jenkins,Felinfoel,,,Llanelli,,SA15 3PJ,01554-756156,,,87.5,,,0,,,,,,,,,,
10593,BLACKPILL LTD,WE JONES,,,,,,,,,,,,,0,,,,,,,,,,
10411,NEATH PORT TALBOT COLLEGE,,DWR Y FELIN,,,NEATH,,,01639-648000,,,,,,0,,,,,,,,,,
10066,BANK FARM HOLIDAY PARK,DAVID  RICHARDS,,,HORTON,GOWER,SWANSEA,SA3 1LL,01792-390228,,,,,,0,,,,,,,,,,
10398,PENNY Lane,,North Parade Bridge,,,Bath,,BA2 4EU,,,,,,,0,,,,,,,,,,
10458,PENNAR STORES,,27 TIREOWEN ROAD,PENNAR,,PEMBROKE DOCK,,SA2 6NY,01646-621963,,,,,,0,,,,,,,,,,
2102,Smiths Arms,JUST SO PUB CO,Samlet Road,Llansamlet,,Llansamlet,Swansea,,01792 773270,,07855-332417,,EQUIP ON RENTAL @ £94.20PM,Under new manangement as from 5/1/99,,,,,,,,,,,
10093,Red Cow Inn,TRACY DAVIES,Merthyr Road,Llwydcoed,,Aberdare,Mid Glamorgan,CF44 0YE,873924 -01685,7786575142,,,S/O @ £37.60PM,,0,,,,,,,,,,
10486,GARNANT SUPERSTORES,,103 CWMAMMAN ROAD,GARNANT,,SWANSEA,,SA18 1ND,01269-820707,,,,,,0,,,,,,,,,,
